iter	Logloss
195	0.4148745694
196	0.4144967048
197	0.4141862192
198	0.4137503376
199	0.4131664514
200	0.412707458
201	0.4124932202
202	0.4122476263
203	0.4120756156
204	0.4114984645
205	0.4111935682
206	0.4108378372
207	0.41048641
208	0.4101375817
209	0.4095458425
210	0.4092359997
211	0.4084242377
212	0.408010909
213	0.4076959519
214	0.4065006801
215	0.4060264559
216	0.4056545719
217	0.4049160577
218	0.4041888897
219	0.4037964929
220	0.4035124726
221	0.4032430404
222	0.4029970274
223	0.4028106242
224	0.4025193099
225	0.4020776155
226	0.4018253424
227	0.4016267546
228	0.4009724711
229	0.3998443268
230	0.3996346163
231	0.3990734785
232	0.398759779
233	0.3980963012
234	0.3972471188
235	0.3970189357
236	0.3967780927
237	0.3965299837
238	0.3958128765
239	0.3953522343
240	0.3951000731
241	0.394940778
242	0.3945424845
243	0.3937017979
244	0.393205999
245	0.3928479764
246	0.3926013765
247	0.3921982482
248	0.3918585026
249	0.3916537666
250	0.391136421
251	0.3907518492
252	0.3903573284
253	0.3901664538
254	0.3898047143
255	0.3894477816
256	0.3891729557
257	0.3888425163
258	0.3882892595
259	0.3878936768
260	0.3876253065
261	0.3872818161
262	0.3865951147
263	0.3863492973
264	0.3860994276
265	0.3858390501
266	0.385614472
267	0.385295323
268	0.3847067697
269	0.3843412294
270	0.3839582506
271	0.3835738186
272	0.3830310696
273	0.3825138916
274	0.3823399526
275	0.3821719662
276	0.3816286304
277	0.3812817584
278	0.3810405242
279	0.379837651
280	0.3794960888
281	0.3792800065
282	0.3790691781
283	0.3788009476
284	0.3785187997
285	0.3782629775
286	0.3780337044
287	0.3776432359
288	0.3772550869
289	0.376953628
290	0.3759519696
291	0.375780406
292	0.3756018558
293	0.3754192254
294	0.3749946622
295	0.3746696165
296	0.3742165199
297	0.3739971678
298	0.3736881633
299	0.3732727945
300	0.3729955093
301	0.3725798331
302	0.3723180862
303	0.372069027
304	0.3717937539
305	0.3716070434
306	0.3712602832
307	0.3709286421
308	0.3706498198
309	0.370350429
310	0.3702280233
311	0.36990798
312	0.3695826268
313	0.3689104017
314	0.368743617
315	0.3684723124
316	0.3681791816
317	0.3678960556
318	0.3676432515
319	0.3673153552
320	0.3670402778
321	0.3665231558
322	0.3662990249
323	0.36612394
324	0.3659136426
325	0.3656410245
326	0.3653521416
327	0.3650046268
328	0.3647303878
329	0.3645844232
330	0.3643814478
331	0.3640746791
332	0.3638319078
333	0.3636026068
334	0.3633057591
335	0.3630073743
336	0.3624938015
337	0.3623207847
338	0.3621627193
339	0.3617540576
340	0.3614847372
341	0.3607435122
342	0.3603937617
343	0.3600319943
344	0.3593193865
345	0.3588329497
346	0.3585905417
347	0.3583945809
348	0.3582287184
349	0.357978709
350	0.3577336462
351	0.3573392651
352	0.3571768401
353	0.3568474347
354	0.3566198663
355	0.3562369993
356	0.3559895889
357	0.3556033403
358	0.3554868034
359	0.355168381
360	0.3549002623
361	0.354443365
362	0.3542057918
363	0.3539678273
364	0.3535892361
365	0.3532573993
366	0.3529466063
367	0.3527469006
368	0.3522959838
369	0.3521334749
370	0.351876451
371	0.3516944634
372	0.3515394162
373	0.3513534602
374	0.351252741
375	0.3510279393
376	0.3507321536
377	0.3505320008
378	0.3502566718
379	0.3499825167
380	0.349729014
381	0.3495053861
382	0.3492835468
383	0.3491760925
384	0.348881704
385	0.3486856314
386	0.3484974397
387	0.34827057
388	0.3480092143
389	0.3478094248
390	0.3475999099
391	0.3473766732
392	0.3466736511
393	0.3465207278
394	0.3463648422
395	0.346152337
396	0.3456347679
397	0.3449904334
398	0.3447410667
399	0.3445571788
400	0.3442433396
401	0.3439971588
402	0.3437740619
403	0.3434483175
404	0.3432428828
405	0.3430344299
406	0.3428118919
407	0.3424508231
408	0.3419064532
409	0.3417190161
410	0.3415175497
411	0.3411952427
412	0.3409467145
413	0.3402504554
414	0.3400864095
415	0.3394539522
416	0.3391056829
417	0.3389205653
418	0.3386836349
419	0.3385862972
420	0.3384015709
421	0.3381890936
422	0.3378610297
423	0.3375680944
424	0.3371439504
425	0.3369347988
426	0.3367230202
427	0.3362159589
428	0.3359510261
429	0.3356915708
430	0.3354312771
431	0.3352115058
432	0.3350128621
433	0.3347102015
434	0.334492107
435	0.334230947
436	0.3340408269
437	0.3338363703
438	0.3335736453
439	0.3333004124
440	0.3330052973
441	0.332773034
442	0.3326447875
443	0.3324711838
444	0.3321901538
445	0.3319976863
446	0.3316437997
447	0.3314384488
448	0.3312672486
449	0.3311397008
450	0.3304460966
451	0.3300921541
452	0.3299092722
453	0.329622122
454	0.3294189509
455	0.329250685
456	0.3290958055
457	0.3288170951
458	0.3286115486
459	0.3280871325
460	0.3278642312
461	0.3275802668
462	0.327402555
463	0.3271308871
464	0.3267907223
465	0.3265738575
466	0.326333266
467	0.3260702615
468	0.3255410945
469	0.3252609309
470	0.3250248388
471	0.3248019376
472	0.3245469816
473	0.3242304316
474	0.3240078657
475	0.3237656254
476	0.3230363336
477	0.3226839282
478	0.3225166405
479	0.3222680284
480	0.3220841963
481	0.3217576135
482	0.3216245323
483	0.3214402251
484	0.3212190286
485	0.3210296631
486	0.3208440145
487	0.3206581703
488	0.3204629081
489	0.3202371842
490	0.3198706099
491	0.3196754595
492	0.3193179958
493	0.3190073705
494	0.3188049261
495	0.3185729422
496	0.318259103
497	0.3181214385
498	0.3176681742
499	0.3173724164
500	0.317180927
501	0.3170674083
502	0.3168254754
503	0.3164525853
504	0.3162446074
505	0.3159691388
506	0.3157322084
507	0.3155160701
508	0.3153001834
509	0.3152123755
510	0.3149177076
511	0.3147028549
512	0.3145454043
513	0.3143037789
514	0.3139580528
515	0.3136375343
516	0.3134777921
517	0.3132164924
518	0.3130014161
519	0.3128114917
520	0.3125235589
521	0.3123127026
522	0.3121832823
523	0.3119976337
524	0.3118029304
525	0.3115575322
526	0.3114269941
527	0.3111584003
528	0.3110243689
529	0.3108301128
530	0.3106833378
531	0.310424665
532	0.3101095682
533	0.3098707653
534	0.3095593854
535	0.3089489221
536	0.3087048932
537	0.3084390941
538	0.3082504831
539	0.3078766987
540	0.307692168
541	0.307427319
542	0.3071835137
543	0.3070310376
544	0.3068485749
545	0.306581602
546	0.3060427376
547	0.3058663672
548	0.3057461414
549	0.305551494
550	0.3053387093
551	0.3051567776
552	0.3049799881
553	0.3048194634
554	0.3044407604
555	0.3041895772
556	0.3040262858
557	0.3038539956
558	0.3031649747
559	0.302938608
560	0.3023057595
561	0.3021723429
562	0.3015439938
563	0.301248236
564	0.3009436192
565	0.3002965738
566	0.3000165779
567	0.2993540502
568	0.2991265657
569	0.2988745162
570	0.2984783466
571	0.2982721014
572	0.2979783278
573	0.2976305616
574	0.297295483
575	0.297005063
576	0.2967533209
577	0.2964744149
578	0.2962361989
579	0.2961257543
580	0.2959234776
581	0.2958735372
582	0.2956198388
583	0.2954577212
584	0.2952040229
585	0.2948917207
586	0.2946434161
587	0.2942372416
588	0.2940054813
589	0.2938451802
590	0.293582008
591	0.2934348417
592	0.293213729
593	0.2930351229
594	0.2927414891
595	0.2925596412
596	0.2919481438
597	0.2917388804
598	0.2912084559
599	0.2910378704
600	0.2906591394
601	0.2900562496
602	0.2899375608
603	0.2897540082
604	0.289577051
605	0.2892665374
606	0.2890208038
607	0.2886919294
608	0.2885231605
609	0.288296207
610	0.2881011963
611	0.2878969353
612	0.2876850729
613	0.2871317881
614	0.2868821141
615	0.2866408799
616	0.2863489507
617	0.2858646379
618	0.2855547671
619	0.2853703761
620	0.2851386437
621	0.284961938
622	0.2847701691
623	0.2845760807
624	0.2844544575
625	0.2842889583
626	0.2839533488
627	0.2837308667
628	0.2834530226
629	0.2832378346
630	0.2830739563
631	0.2828929188
632	0.2826981876
633	0.2825027298
634	0.2822519659
635	0.282107734
636	0.2817099156
637	0.2815003447
638	0.2812394083
639	0.2810715337
640	0.2808124696
641	0.2803074204
642	0.2797685001
643	0.2795823764
644	0.2791479202
645	0.2789509532
646	0.2786762391
647	0.2783511654
648	0.2782169943
649	0.2779797564
650	0.277727176
651	0.2775320535
652	0.2772718716
653	0.2771036896
654	0.276978601
655	0.2767833109
656	0.2765749138
657	0.2764549116
658	0.2762758583
659	0.2761761732
660	0.2759924808
661	0.2758485005
662	0.2756364704
663	0.2754309797
664	0.2751941611
665	0.2749357678
666	0.2746615567
667	0.2744844597
668	0.274202787
669	0.2737004766
670	0.2734463311
671	0.2731436984
672	0.2728810013
673	0.2727491218
674	0.2725465376
675	0.2723471114
676	0.2718785324
677	0.2716593201
678	0.271510477
679	0.2711162358
680	0.2709710537
681	0.2707915254
682	0.2704883617
683	0.2702855819
684	0.2701791617
685	0.269936083
686	0.2698089544
687	0.2697035122
688	0.2694985526
689	0.2692636902
690	0.2690932166
691	0.2688607017
692	0.2687641186
693	0.2685816
694	0.2683048737
695	0.2681253734
696	0.2678649679
697	0.2677344018
698	0.2675610217
699	0.2672479092
700	0.267078721
701	0.2666647775
702	0.2664290208
703	0.2663418557
704	0.266082596
705	0.2658581018
706	0.265616113
707	0.265397767
708	0.2652507964
709	0.2650443835
710	0.2648397592
711	0.2646891835
712	0.2641862303
713	0.2637288859
714	0.2634626116
715	0.2630086207
716	0.2628283937
717	0.2625416906
718	0.2620570983
719	0.2617859334
720	0.2615031428
721	0.261386522
722	0.2611487532
723	0.2609967801
724	0.2608368702
725	0.260650523
726	0.2603426084
727	0.2601527399
728	0.2599701934
729	0.2597449446
730	0.2594876691
731	0.2593603449
732	0.2591610025
733	0.2589951959
734	0.2587836129
735	0.2586134187
736	0.2581708859
737	0.2578822824
738	0.2577300858
739	0.2575413631
740	0.2572693318
741	0.2570600125
742	0.2568838378
743	0.2565234397
744	0.2563342419
745	0.2561355703
746	0.2558617225
747	0.2556759901
748	0.2555322333
749	0.2553413028
750	0.2551053784
751	0.2548678332
752	0.254719549
753	0.2545093914
754	0.2543598217
755	0.2542081281
756	0.2541122437
757	0.2539165064
758	0.2537634434
759	0.2535540682
760	0.2534201206
761	0.2532216725
762	0.2530769097
763	0.2528568869
764	0.2526766878
765	0.2525712457
766	0.2523805388
767	0.2521559607
768	0.2520082076
769	0.2518472357
770	0.2514275072
771	0.2512770433
772	0.2510910873
773	0.2508456052
774	0.2506617172
775	0.250512986
776	0.2503660992
777	0.2501186888
778	0.2499230912
779	0.2497021183
780	0.2495197953
781	0.2493356558
782	0.2491967058
783	0.2490215651
784	0.2487873734
785	0.2483928527
786	0.2482428918
787	0.248065655
788	0.2479378278
789	0.247765845
790	0.2476035038
791	0.2474989559
792	0.2473248492
793	0.24717922
794	0.2469924256
795	0.24687941
796	0.2467229375
797	0.246445848
798	0.2460228777
799	0.2459274683
800	0.2457349169
801	0.2455437908
802	0.2453607412
803	0.245121603
804	0.2449965704
805	0.2446202428
806	0.2444677667
807	0.2442597889
808	0.2438401442
809	0.2436883109
810	0.2435015444
811	0.2433345362
812	0.2429765694
813	0.2428421188
814	0.2426598517
815	0.2424585811
816	0.2420739254
817	0.2419268709
818	0.2417318882
819	0.2415527232
820	0.2413829203
821	0.2412571331
822	0.24112816
823	0.2409359439
824	0.2407503792
825	0.2406067621
826	0.2404791025
827	0.2402841198
828	0.2401098174
829	0.2399368286
830	0.2397785117
831	0.2395817683
832	0.239395477
833	0.2392219292
834	0.2390076075
835	0.2388836648
836	0.2387835883
837	0.2385622521
838	0.2383946848
839	0.2382769462
840	0.2380489028
841	0.2379488264
842	0.2378307245
843	0.2375745948
844	0.2373983362
845	0.2372571505
846	0.237003033
847	0.2368380648
848	0.2366093227
849	0.236443572
850	0.2362802526
851	0.2361784715
852	0.2360908313
853	0.2357785571
854	0.2355471321
855	0.235368526
856	0.2352449187
857	0.23508227
858	0.2348651537
859	0.2346385914
860	0.2344949743
861	0.234298203
862	0.2341592111
863	0.2339659471
864	0.2338111235
865	0.2334003938
866	0.2332235623
867	0.2330994239
868	0.2329974052
869	0.2327892597
870	0.2325987484
871	0.2325076149
872	0.2324244042
873	0.2321865934
874	0.2320359897
875	0.2319259783
876	0.2316470583
877	0.2314503848
878	0.2312872611
879	0.2310195336
880	0.2307955703
881	0.2307238457
882	0.2303315467
883	0.230157398
884	0.2299961188
885	0.2298243177
886	0.2296400804
887	0.2294726389
888	0.2292761052
889	0.2291239784
890	0.2289749537
891	0.2288220863
892	0.2287121168
893	0.228572538
894	0.2283498743
895	0.2282031831
896	0.2280511681
897	0.227925367
898	0.2277104304
899	0.2275531056
900	0.2272468958
901	0.2270876567
902	0.2269024692
903	0.2266386263
904	0.2264924521
905	0.2263363849
906	0.2262565138
907	0.2260175153
908	0.2258248242
909	0.2256680164
910	0.2254176297
911	0.2252543802
912	0.2250793513
913	0.2249596285
914	0.2248409676
915	0.2247014587
916	0.2244460277
917	0.2242808918
918	0.2239505223
919	0.2238055778
920	0.2236603398
921	0.2235005836
922	0.2232329819
923	0.2230758667
924	0.2228909447
925	0.2227299449
926	0.2226182428
927	0.2225081056
928	0.2221953144
929	0.2219979981
930	0.2218694722
931	0.2217094645
932	0.2215396336
933	0.2213925093
934	0.2211086846
935	0.2209906386
936	0.2208307287
937	0.2206727052
938	0.2205212771
939	0.2203724341
940	0.2202454312
941	0.2200956519
942	0.2199272323
943	0.2197688176
944	0.2196212182
945	0.2194726406
946	0.2193718655
947	0.2192057515
948	0.2190528143
949	0.2188754798
950	0.2186652942
951	0.2185006194
952	0.2181885129
953	0.2180154123
954	0.2177945092
955	0.2176116273
956	0.2174351311
957	0.2172608987
958	0.2171830956
959	0.216961424
960	0.2168103452
961	0.216701787
962	0.2165833358
963	0.2163632711
964	0.2160729069
965	0.2159970462
966	0.2158708957
967	0.2157863156
968	0.215640868
969	0.2153508951
970	0.2152678102
971	0.2151527545
972	0.2150617886
973	0.2149817498
974	0.2148388594
975	0.2147364075
976	0.214513087
977	0.2143026079
978	0.2142354944
979	0.2141417898
980	0.2139835707
981	0.2138362228
982	0.2136049375
983	0.2135289231
984	0.2133699354
985	0.2131650596
986	0.2130092998
987	0.2128495995
988	0.2127159035
989	0.2125580058
990	0.212411119
991	0.212292514
992	0.212149386
993	0.2119501834
994	0.2117900918
995	0.2115893521
996	0.2114678687
997	0.2113316714
998	0.2111637688
999	0.2109409095
